long,lat,name,cbg,cb,down_stream,up_stream
-121.78427804810016,38.54813907926322,['P09-032-1'],061130105132,061130105132002,"[(-121.7847322588643, 38.54818310304415)]","[(-121.78342247831993, 38.54813772010051)]"
-121.78342247831993,38.54813772010051,['P09-033-1'],061130105132,061130105132002,"[(-121.78427804810016, 38.54813907926322), (-121.7834242654667, 38.54924948088856)]","[(-121.78340272402022, 38.54694770036196)]"
-121.78374346582936,38.54894647010177,['P09-028-1'],061130105132,061130105132002,"[(-121.78475048795539, 38.54894838326811)]",[]
-121.78475361178104,38.54968411692308,['P09-023-1'],061130105132,061130105132002,"[(-121.78475118593967, 38.55038928246077)]","[(-121.78475048795539, 38.54894838326811), (-121.78498079301409, 38.54968086935239), (-121.78374754330672, 38.54968197218352)]"
-121.78475048795539,38.54894838326811,['P09-027-1'],061130105132,061130105132002,"[(-121.78475361178104, 38.54968411692308)]","[(-121.7850249911244, 38.54894542407634), (-121.78374346582936, 38.54894647010177)]"
-121.79199004648137,38.54866037503268,['P08-052-1'],061130105082,061130105082009,"[(-121.79114182941812, 38.54819174440413)]","[(-121.79244637505336, 38.54939164719376)]"
-121.79114182941812,38.54819174440413,['P08-063-1'],061130105082,061130105082009,"[(-121.79012193982811, 38.54808050652308)]","[(-121.79199004648137, 38.54866037503268)]"
-121.78650352293442,38.548734757838396,['P08-058-1'],061130105132,061130105132003,"[(-121.78650024741562, 38.550130637402226)]","[(-121.7865043303388, 38.54841869208703), (-121.786046334455, 38.5485901818929)]"
-121.78650491664085,38.54761139886119,['P08-060-1'],061130105132,061130105132002,"[(-121.7865043303388, 38.54841869208703)]",[]
-121.79017664712755,38.54882986940778,['P08-055-1'],061130105082,061130105082005,"[(-121.78911154849725, 38.54863837263218)]","[(-121.79012193982811, 38.54808050652308), (-121.79087932096924, 38.54899899701951)]"
-121.79061126273233,38.55147944420579,['P08-014-1'],061130105082,061130105082004,"[(-121.79136765561452, 38.55140905022662)]",[]
-121.79136765561452,38.55140905022662,['P08-012-1'],061130105082,061130105082004,"[(-121.79147202092214, 38.551987207022925)]","[(-121.79134519863817, 38.55122456329931), (-121.79061126273233, 38.55147944420579)]"
-121.79134519863817,38.55122456329931,['P08-013-1'],061130105082,061130105082004,"[(-121.79136765561452, 38.55140905022662)]","[(-121.79143165952668, 38.55046166970942), (-121.7928456231047, 38.551224353645914)]"
-121.7934536226247,38.54987298972902,['P08-036-1'],061130105082,061130105082001,"[(-121.79248499396282, 38.54987561599084)]","[(-121.79342397708122, 38.549134555218124)]"
-121.7928456231047,38.551224353645914,['P08-011-1'],061130105082,061130105082001,"[(-121.79134519863817, 38.55122456329931)]",[]
-121.79071252900975,38.55301150915279,['P08-007-1'],061130105082,061130105082004,"[(-121.7916521939274, 38.55298260840553)]",[]
-121.7916521939274,38.55298260840553,['P08-006-1'],061130105082,061130105082004,"[(-121.79186076244522, 38.55413529234609)]","[(-121.79330826584507, 38.55280072513662), (-121.79147202092214, 38.551987207022925), (-121.79071252900975, 38.55301150915279)]"
-121.79342782353253,38.551945552724874,['P08-008-1'],061130105082,061130105082001,"[(-121.79167880365362, 38.55193605667835)]",[]
-121.79147202092214,38.551987207022925,['P08-010-1'],061130105082,061130105082004,"[(-121.7916521939274, 38.55298260840553)]","[(-121.79167880365362, 38.55193605667835), (-121.79136765561452, 38.55140905022662)]"
-121.79167880365362,38.55193605667835,['P08-009-1'],061130105082,061130105082001,"[(-121.79147202092214, 38.551987207022925)]","[(-121.79342782353253, 38.551945552724874)]"
-121.78941663420238,38.549664911683365,['P08-043-1'],061130105082,061130105082004,"[(-121.78861444880236, 38.54922386984369)]","[(-121.7900181943554, 38.54950895008077)]"
-121.78899121514122,38.54955163573425,['P08-044-1'],061130105082,061130105082004,"[(-121.78824706873036, 38.55030036945853)]","[(-121.78899248679083, 38.54922975501113)]"
-121.78861444880236,38.54922386984369,['P08-047-1'],061130105082,061130105082006,"[(-121.78814328461046, 38.54968742153167)]","[(-121.78941663420238, 38.549664911683365), (-121.78911154849725, 38.54863837263218)]"
-121.78887807699019,38.54838805049064,['P08-057-1'],061130105132,061130105132002,"[(-121.78911154849725, 38.54863837263218)]",[]
-121.78911154849725,38.54863837263218,['P08-056-1'],061130105082,061130105082004,"[(-121.78861444880236, 38.54922386984369)]","[(-121.78887807699019, 38.54838805049064), (-121.79017664712755, 38.54882986940778)]"
-121.79153990053771,38.54987432381475,['P08-039-1'],061130105082,061130105082004,"[(-121.79072526629703, 38.55004952356628)]","[(-121.79150605214497, 38.550142022730455), (-121.79248499396282, 38.54987561599084)]"
-121.73582627820767,38.555603787380264,['O14-074-1'],061130106025,061130106025004,"[(-121.73581735927137, 38.55665225609257)]","[(-121.73583602390872, 38.55523735316801)]"
-121.73217788984373,38.55656651301201,['O14-071-1'],061130106111,061130106111004,"[(-121.73321878146069, 38.55646367874763)]",[]
-121.73321878146069,38.55646367874763,['O14-070-1'],061130106111,061130106111004,"[(-121.73382303923783, 38.55621479153793)]","[(-121.73217788984373, 38.55656651301201)]"
-121.7313165148534,38.55417505355771,['O14-119-1'],061130106111,061130106111010,"[(-121.73131406872116, 38.55344878543344)]","[(-121.73130255519912, 38.55492593223034)]"
-121.74778480740325,38.5685053680634,['M13-008-1'],061130105092,061130105092002,"[(-121.7475835783427, 38.56786087718192)]","[(-121.74646262068858, 38.5687608900095), (-121.74799345419335, 38.569172879929674), (-121.7489443470455, 38.56827769669363)]"
-121.7489443470455,38.56827769669363,['M13-007-1'],061130105092,061130105092002,"[(-121.74778480740325, 38.5685053680634)]",[]
-121.74646262068858,38.5687608900095,['M13-009-1'],061130105092,061130105092002,"[(-121.74778480740325, 38.5685053680634)]",[]
-121.7475835783427,38.56786087718192,['N13-002-1'],061130105092,061130105092002,"[(-121.74738305303752, 38.56722510297819)]","[(-121.74626630659341, 38.5681202902925), (-121.74778480740325, 38.5685053680634), (-121.74877329830885, 38.56763191550232)]"
-121.74877329830885,38.56763191550232,['N13-001-1'],061130105092,061130105092002,"[(-121.7475835783427, 38.56786087718192)]","[(-121.74902565383402, 38.56759305231167)]"
-121.75008882059474,38.568769422246554,['M12-060-1'],061130105104,061130105104001,"[(-121.75149045757426, 38.56822630252278)]",[]
-121.74648222700246,38.56946700150877,['M13-006-1'],061130105092,061130105092002,"[(-121.74799345419335, 38.569172879929674)]",[]
-121.75149045757426,38.56822630252278,['M12-059-1'],061130105104,061130105104003,"[(-121.75283115571052, 38.56770707616592)]","[(-121.75008882059474, 38.568769422246554)]"
-121.75437893564823,38.56709473876547,['N12-008-1'],061130105091,061130105091002,"[(-121.7539193795545, 38.56638005379809)]","[(-121.75483188593027, 38.56769829894563), (-121.75283115571052, 38.56770707616592)]"
-121.75283115571052,38.56770707616592,['N12-009-1'],061130105104,061130105104003,"[(-121.75437893564823, 38.56709473876547)]","[(-121.75149045757426, 38.56822630252278)]"
-121.75260316268722,38.56863700489949,['M12-048-1'],061130105104,061130105104003,"[(-121.75308390323406, 38.56897886276054)]","[(-121.75138954242671, 38.56901259696611)]"
-121.75308390323406,38.56897886276054,['M12-047-1'],061130105104,061130105104003,"[(-121.75395435117156, 38.569141174570234)]","[(-121.75260316268722, 38.56863700489949)]"
-121.75427639186032,38.56843370197767,['M12-057-1'],061130105104,061130105104001,"[(-121.75483188593027, 38.56769829894563)]","[(-121.75358550354464, 38.56823445397401), (-121.75395435117156, 38.569141174570234)]"
-121.75138954242671,38.56901259696611,['M12-049-1'],061130105104,061130105104001,"[(-121.75260316268722, 38.56863700489949)]","[(-121.75145227111068, 38.5692132061249)]"
-121.75358550354464,38.56823445397401,['M12-058-1'],061130105104,061130105104003,"[(-121.75427639186032, 38.56843370197767)]",[]
-121.74853745804481,38.567001401961434,['N13-003-1'],061130105092,061130105092002,"[(-121.74738305303752, 38.56722510297819)]",[]
-121.74626630659341,38.5681202902925,['M13-010-1'],061130105092,061130105092002,"[(-121.7475835783427, 38.56786087718192)]",[]
-121.74738305303752,38.56722510297819,['N13-004-1'],061130105092,061130105092002,"[(-121.74694595745763, 38.566639977315106)]","[(-121.74603521227368, 38.56748627000231), (-121.7475835783427, 38.56786087718192), (-121.74853745804481, 38.567001401961434)]"
-121.75395435117156,38.569141174570234,['M12-046-1'],061130105104,061130105104001,"[(-121.75427639186032, 38.56843370197767)]","[(-121.75308390323406, 38.56897886276054), (-121.75385467378118, 38.56983015883888)]"
-121.74603521227368,38.56748627000231,['N13-005-1'],061130105092,061130105092002,"[(-121.74738305303752, 38.56722510297819)]",[]
-121.74799345419335,38.569172879929674,['M13-005-1'],061130105092,061130105092002,"[(-121.74778480740325, 38.5685053680634)]","[(-121.74648222700246, 38.56946700150877), (-121.74821598139872, 38.5698831355357), (-121.74927302438883, 38.56892537607726)]"
-121.75519484067479,38.567927223023695,['N12-004-1'],061130105104,061130105104001,"[(-121.75483188593027, 38.56769829894563)]","[(-121.75672803113315, 38.56810719005831), (-121.75476965384641, 38.56853021078903)]"
-121.75672803113315,38.56810719005831,['N12-002-1'],061130105104,061130105104001,"[(-121.75519484067479, 38.567927223023695)]","[(-121.75803729132892, 38.56811597245666), (-121.75671806046076, 38.56884801571362)]"
-121.75476965384641,38.56853021078903,['M12-056-1'],061130105104,061130105104001,"[(-121.75519484067479, 38.567927223023695)]","[(-121.75438421519279, 38.569609801653066)]"
-121.75674455505174,38.56730970268071,['N12-007-1'],061130105091,061130105091000,"[(-121.75675991809601, 38.56653869436361)]","[(-121.75782634392218, 38.56731843760417), (-121.75673533395509, 38.56790770303128)]"
-121.75483188593027,38.56769829894563,['N12-005-1'],061130105091,061130105091000,"[(-121.75437893564823, 38.56709473876547), (-121.75528201191831, 38.56677605057812)]","[(-121.75427639186032, 38.56843370197767), (-121.75519484067479, 38.567927223023695)]"
-121.75476148401259,38.56959389956377,['M12-044-1'],061130105104,061130105104001,"[(-121.75671054737126, 38.56960966460551)]",[]
-121.75671054737126,38.56960966460551,['M12-043-1'],061130105104,061130105104001,"[(-121.75671806046076, 38.56884801571362)]","[(-121.7580341882662, 38.569620351284435), (-121.75476148401259, 38.56959389956377)]"
-121.75671806046076,38.56884801571362,['M12-054-1'],061130105104,061130105104001,"[(-121.75672803113315, 38.56810719005831)]","[(-121.75515249569426, 38.56883377101002), (-121.75806799763413, 38.56885829186805), (-121.75671054737126, 38.56960966460551)]"
-121.75803729132892,38.56811597245666,['N12-001-1'],061130105104,061130105104001,"[(-121.75672803113315, 38.56810719005831)]",[]
-121.75515249569426,38.56883377101002,['M12-055-1'],061130105104,061130105104001,"[(-121.75671806046076, 38.56884801571362)]",[]
-121.74944493751734,38.5696439056542,['M13-001-1'],061130105104,061130105104001,"[(-121.74821598139872, 38.5698831355357)]",[]
-121.75004597666891,38.56953516011458,['M12-051-1'],061130105104,061130105104001,"[(-121.75145227111068, 38.5692132061249)]",[]
-121.74821598139872,38.5698831355357,['M13-002-1'],061130105104,061130105104001,"[(-121.74799345419335, 38.569172879929674)]","[(-121.7468095354647, 38.57015514172006), (-121.74944493751734, 38.5696439056542)]"
-121.74927302438883,38.56892537607726,['M13-004-1'],061130105092,061130105092002,"[(-121.74799345419335, 38.569172879929674)]","[(-121.75025016494408, 38.56861310830607)]"
-121.7468095354647,38.57015514172006,['M13-003-1'],061130105104,061130105104001,"[(-121.74821598139872, 38.5698831355357)]",[]
-121.76079875331064,38.56783720035576,['N11-009-1'],061130105102,061130105102000,"[(-121.76081431792537, 38.56713335273119)]","[(-121.76006085090964, 38.56782878643324)]"
-121.75782634392218,38.56731843760417,['N12-006-1'],061130105091,061130105091003,"[(-121.75674455505174, 38.56730970268071)]",[]
-121.75910969080337,38.5678171178889,['N11-012-1'],061130105102,061130105102000,"[(-121.75911664838533, 38.56714606473894)]","[(-121.75990355000452, 38.5678261770486)]"
-121.75145227111068,38.5692132061249,['M12-050-1'],061130105104,061130105104003,"[(-121.75138954242671, 38.56901259696611)]","[(-121.75004597666891, 38.56953516011458)]"
-121.75911664838533,38.56714606473894,['N11-023-1'],061130105102,061130105102004,"[(-121.75984228715167, 38.56712209052348)]","[(-121.75873248685942, 38.567176684679), (-121.75910969080337, 38.5678171178889)]"
-121.7664390823296,38.56740233181787,['N11-001-1'],061130105102,061130105102000,"[(-121.76592768473878, 38.56710062364372)]","[(-121.76647417430422, 38.56736670586015), (-121.76607798611336, 38.56756661916382)]"
-121.7638748285499,38.56440134867083,['N11-045-1'],061130105102,061130105102000,"[(-121.76402960497934, 38.56439781866801)]","[(-121.76388211651928, 38.5638852542448), (-121.76296910780968, 38.56430656232549)]"
-121.76361420242564,38.565026483483805,['N11-036-1'],061130105102,061130105102000,"[(-121.76405278370257, 38.565028228185966)]",[]
-121.76388211651928,38.5638852542448,['N11-054-1'],061130105102,061130105102000,"[(-121.7638748285499, 38.56440134867083)]","[(-121.76393521827599, 38.56386690046508)]"
-121.76222375710165,38.564321298961,['N11-048-1'],061130105102,061130105102000,"[(-121.76296910780968, 38.56430656232549)]","[(-121.76219400408142, 38.56399412778663)]"
-121.76296910780968,38.56430656232549,['N11-046-1'],061130105102,061130105102000,"[(-121.7638748285499, 38.56440134867083)]","[(-121.76222375710165, 38.564321298961), (-121.7629720538867, 38.564243536110965)]"
-121.76560023757776,38.564569655195875,['N11-042-1'],061130105102,061130105102000,"[(-121.76561188215415, 38.56421885512568)]","[(-121.7649698858606, 38.56451123195185), (-121.76557354271915, 38.56630771211173)]"
-121.76133070779552,38.56565974545496,['N11-038-1'],061130105102,061130105102000,"[(-121.75991627077345, 38.565650676393375)]","[(-121.76194216250897, 38.56497511324794)]"
-121.7649698858606,38.56451123195185,['N11-043-1'],061130105102,061130105102000,"[(-121.76560023757776, 38.564569655195875)]","[(-121.76402960497934, 38.56439781866801)]"
-121.76405278370257,38.565028228185966,['N11-034-1'],061130105102,061130105102000,"[(-121.76404395150999, 38.564890578567976)]","[(-121.76430739370689, 38.56599502118618), (-121.76361420242564, 38.565026483483805)]"
-121.76402960497934,38.56439781866801,['N11-044-1'],061130105102,061130105102000,"[(-121.7649698858606, 38.56451123195185)]","[(-121.76404395150999, 38.564890578567976), (-121.7638748285499, 38.56440134867083)]"
-121.75992449171655,38.56498902367045,['N11-050-1'],061130105102,061130105102000,"[(-121.7584004902929, 38.56500738062052)]","[(-121.75992199425117, 38.56436494289774), (-121.75991627077345, 38.565650676393375), (-121.76084196188788, 38.56499813506859)]"
-121.75992199425117,38.56436494289774,['N11-057-1'],061130105102,061130105102000,"[(-121.75992449171655, 38.56498902367045)]",[]
-121.76393521827599,38.56386690046508,['N11-053-1'],061130105102,061130105102000,"[(-121.76388211651928, 38.5638852542448)]",[]
-121.76086465673819,38.563837714415904,['N11-056-1'],061130105102,061130105102000,"[(-121.76084196188788, 38.56499813506859)]",[]
-121.76219400408142,38.56399412778663,['N11-055-1'],061130105102,061130105102000,"[(-121.76222375710165, 38.564321298961)]",[]
-121.76084196188788,38.56499813506859,['N11-049-1'],061130105102,061130105102000,"[(-121.75992449171655, 38.56498902367045)]","[(-121.76083490489987, 38.56537977520421), (-121.76086465673819, 38.563837714415904)]"
-121.76083490489987,38.56537977520421,['N11-039-1'],061130105102,061130105102003,"[(-121.76084196188788, 38.56499813506859)]",[]
-121.75991627077345,38.565650676393375,['N11-040-1'],061130105102,061130105102000,"[(-121.75992449171655, 38.56498902367045)]","[(-121.76133070779552, 38.56565974545496), (-121.75885771636668, 38.56564651538605), (-121.75990586285707, 38.56638638849832)]"
-121.76272285924462,38.567656542275294,['N11-006-1'],061130105102,061130105102000,"[(-121.76221434240817, 38.56773714963575)]",[]
-121.76384519184592,38.56754917011631,['N11-005-1'],061130105102,061130105102000,"[(-121.76487142273531, 38.56731547800372)]",[]
-121.76221434240817,38.56773714963575,['N11-007-1'],061130105102,061130105102000,"[(-121.76190468295496, 38.56713137196605)]","[(-121.76272285924462, 38.567656542275294), (-121.76171690432622, 38.56781681513121)]"
-121.76081431792537,38.56713335273119,['N11-021-1'],061130105102,061130105102004,"[(-121.75984228715167, 38.56712209052348)]","[(-121.76079875331064, 38.56783720035576), (-121.76190468295496, 38.56713137196605)]"
-121.76171690432622,38.56781681513121,['N11-008-1'],061130105102,061130105102000,"[(-121.76221434240817, 38.56773714963575)]",[]
-121.76580823310374,38.56759047382619,['N11-003-1'],061130105103,061130105103004,"[(-121.76487142273531, 38.56731547800372)]",[]
-121.76607798611336,38.56756661916382,['N11-002-1'],061130105102,061130105102000,"[(-121.7664390823296, 38.56740233181787)]",[]
